Län,Kommun-kod 2010,Kommun 2010,Tätort,Tätorts- kod,Kommentar,1960,1965,1970,1975,1980,1990,1995,2000,2005,2010,
01,0115,Vallentuna,Karby,T0208,Ny tätort 1965,,259,461,578,538,772,808,875,844,865,
01,0182,Nacka,Kil,T0212,Ny tätort 1975,,,,234,249,226,256,362,639,731,
01,0120,Värmdö,Kopparmora,T0214,Ny tätort 1980,,,,,536,658,610,662,665,631,
01,0187,Vaxholm,Kullö,T0222,Ny tätort 2000,,,,,,,,201,539,889,
01,0182,Nacka,Kummelnäs,T0216,,574,659,602,664,693,1018,2047,2969,3362,3848,
01,0125,Ekerö,Kungsberga,T0218,Ny tätort 1995,,,,,,,253,313,382,406,
01,0139,Upplands-Bro,Kungsängen ,T0220,Sammanvuxen med Tibble 1990,886,2216,3249,3008,2927,7193,7324,7309,7367,9382,
01,0115,Vallentuna,Kårsta,T0224,Ny tätort 1965,,266,283,349,330,395,410,460,439,457,
01,0192,Nynäshamn,Landfjärden,T0226,Ny tätort 2005,,,,,,,,,246,241,
01,0192,Nynäshamn,Lidatorp och Klövsta ,T0254,Ny tätort 2010,,,,,,,,,,340,
01,0186,Lidingö,Lidingö,T0228,,23595,27297,29799,30098,30419,30115,29486,30107,30357,31561,
01,0125,Ekerö,Lilla Stenby,T0230,Ny tätort 2010,,,,,,,,,,244,
01,0138,Tyresö,Lindalen,TX020,"Sammanvuxen med Tyresö 1965, nytt namn Bollmora",364,,,,,,,,,,
01,0115,Vallentuna,Lindholmen,T0232,Ny tätort 1975,,,,251,557,699,762,773,810,860,
01,0120,Värmdö,Lugnet och Skälsmara,T0314,Ny tätort 2005,,,,,,,,,555,625,
01,0125,Ekerö,Lurudden ,T0246,Ny tätort 2010,,,,,,,,,,205,
01,0120,Värmdö,Långvik,T0234,Ny tätort 1990,,,,,,305,454,518,540,559,
01,0114,Upplands Väsby,Löwenströmska Lasar.,T0236,,302,280,390,222,332,566,499,524,507,518,
01,0139,Upplands Bro,Mariedal,T0242,Ny tätort 2005,,,,,,,,,277,297,
01,0136,Haninge,Muskö,T0238,Ny tätort 1990,,,,,,234,276,264,287,261,
01,0191,Sigtuna,Märsta,T0240,,2882,10372,16786,17066,18827,20714,21476,22121,22550,24068,
01,0181,Södertälje,Mölnbo,T0244,,554,707,700,787,801,920,928,966,1011,1052,
01,0120,Värmdö,Mörtnäs,T0248,Ny tätort 1975,,,,403,411,476,772,1052,1291,1511,
01,0120,Värmdö,Norra Lagnö,T0250,Ny tätort 1995,,,,,,,249,296,323,332,
01,0127,Botkyrka,Norra Riksten,T0282,Ny tätort 2010,,,,,,,,,,839,
01,0188,Norrtälje,Norrtälje,T0252,,8654,10591,12735,12784,13000,14420,15633,16189,16263,17275,
01,0117,Österåker,Norrö,T0256,Ny tätort 2000,,,,,,,,222,246,305,
01,0127,Botkyrka,Norsborg,TX022,Sammanvuxen med Stockholm,263,368,216,,,,,,,,
01,0140,Nykvarn,Nygårds hagar ,T0262,Ny tätort 2010,,,,,,,,,,328,
01,0140,Nykvarn,Nykvarn,T0260,,1795,2582,4030,4252,5395,5640,5867,5969,6032,6497,
01,0192,Nynäshamn,Nynäshamn,T0264,,9368,10400,10955,11070,11178,12473,12581,12983,13079,13510,
01,0114,Upplands Väsby,Odenslunda,TX024,Sammanvuxen med Upplands.Väsby 1970,"1,546","2,203",,,,,,,,,
01,0187,Vaxholm,Oskar-Fredriksborg,T0268,,549,582,434,645,593,663,645,692,732,722,
01,0125,Ekerö,Parksidan,T0182,Ny tätort 2005,,,,,,,,,331,494,
01,0181,Södertälje,Pershagen,T0272,,530,563,573,1188,1400,2216,2197,2218,2214,2216,
01,0138,Tyresö,Raksta,T0274,Ny tätort 1995,,,,,,,437,537,629,746,
01,0187,Vaxholm,Resarö,T0276,,204,204,275,524,549,848,1743,2079,2347,2946,
01,0188,Norrtälje,Riala,T0278,Ny tätort 2000,,,,,,,,226,212,215,
01,0188,Norrtälje,Rimbo,T0280,,1678,2431,3237,3404,3340,3913,4183,4256,4606,4629,
01,0191,Sigtuna,Rosersberg,T0284,,918,1331,1476,1432,1390,1617,1620,1609,1641,1671,
01,0163,Sollentuna,Rotebro,TX026,Sammanvuxen med Sollentuna 1970,"2,597","3,757",,,,,,,,,
01,0117,Österåker,Rydbo,T0292,,216,215,230,273,282,494,499,480,520,582,
01,0188,Norrtälje,Rånäs,T0294,Ny tätort 1980,,,,,269,405,450,453,449,428,
01,0139,Upplands-Bro,Rättarboda,T0286,Ny tätort 2010,,,,,,,,,,237,
01,0128,Salem,Rönninge,TX028,Sammanvuxen med Tumba 1970,"1,579","1,956",,,,,,,,,
01,0182,Nacka,Saltsjöbaden,T0296,,5207,6153,7055,8113,7918,8199,8246,8606,8937,9491,
01,0181,Södertäje,Sandviken,T0310,Ny tätort 2000,,,,,,,,239,340,338,
01,0192,Nynäshamn,Segersäng,T0330,Ny tätort 2010,,,,,,,,,,608,
01,0127,Botkyrka,Sibble,T0298,Ny tätort 1995,,,,,,,210,244,280,309,
01,0191,Sigtuna,Sigtuna,T0300,,2580,3234,4214,4780,4599,4918,5605,6050,7204,8444,
01,0163,Sollentuna,Sjöberg,T0304,Ny tätort 1975,,,,2209,2841,3346,4127,4219,4234,4310,
01,0188,Norrtälje,Skebobruk,T0308,,349,269,216,,,255,280,276,265,282,
01,0120,Värmdö,Skeppsdalsström,T0312,Ny tätort 1975,,,,301,495,493,1199,1393,1482,1573,
01,0117,Österåker,Skärgårdsstad,T0306,Ny tätort 1990,,,,,,574,1401,1621,1901,1924,
01,0117,Österåker,Solberga,T0302,Ny tätort 1995,,,,,,,227,277,352,409,
01,0163,Sollentuna,Sollentuna,T0316,"Sammanvuxen med Rotebro och Viby 1970, sammanvuxen med Stockholm 1995","21,237","28,534","37,286","40,905","42,726","47,835",,,,,
01,0125,Ekerö,Solsidan,T0318,Ny tätort 2005,,,,,,,,,209,349,
01,0192,Nynäshamn,Sorunda,T0320,,250,270,793,1209,1428,1331,1374,1348,1354,1307,
01,0188,Norrtälje,Spillersboda,T0322,"Ny tätort 1995, ej tätort 2005",,,,,,,309,330,,,
01,0117,Österåker,Stava,T0326,Ny tätort 2000,,,,,,,,236,264,305,
01,0120,Värmdö,Stavsnäs,T0324,Ny tätort 1970,,,451,538,590,618,626,726,731,810,
01,0125,Ekerö,Stenhamra/Stockby,T0328,,377,471,1844,2657,2791,3182,3093,3203,3280,3336,
01,0186,Lidingö,Sticklinge Udde,T0332,,227,273,260,373,466,1690,2428,2881,2937,2943,
01,0180,Stockholm,Stockholm,T0336,"Sammanvuxen med Flemmingsber, Jakobsberg och Tullinge 1970, sammanvuxen med Alby, Bollmora, Fittja, Handen, Kallhäll 1975, sammanvuxen med Stäket 1980, sammanvuxen med Sollentuna och Tyresö 1995",957655,962306,973392,995296,989424,1040907,1148953,1212179,1252118,1372565,
01,0192,Nynäshamn,Stora Vika,T0340,,752,645,645,495,468,628,583,599,585,651,
01,0120,Värmdö,Strömma,T0342,Ny tätort 2005,,,,,,,,,516,579,
01,0123,Järfälla,Stäket,TX030,Sammanvuxen med  Stockholm 1980,510,459,434,480,,,,,,,
01,0125,Ekerö,Sundby,T0266,Ny tätort 1990,,,,,,290,287,279,271,270,
01,0188,Norrtälje,Svanberga,T0348,Ny tätort 1975,,,,317,365,421,418,446,479,501,
01,0117,Österåker,Svinninge,T0350,Ny tätort 1980,,,,,570,664,985,1144,1422,1636,
01,0139,Upplands-Bro,Sylta,T0358,"Ny tätort 1995, sammanvuxen med Kungsängen 2010",,,,,,,495,644,763,,
01,0125,Ekerö,Söderby ,T0362,Ny tätort 2010,,,,,,,,,,250,
01,0188,Norrtälje,Söderby-Karl,T0352,Ny tätort 1980. Ej tätort 1990. Tätort 1995,,,,,223,,214,205,222,231,
01,0188,Norrtälje,Södersvik,T0354,Ny tätort 1980,,,,,216,210,216,210,260,281,
01,0181,Södertälje,Södertälje,T0356,,33721,44362,57494,58408,58711,58097,57327,59342,60279,64619,
01,0125,Ekerö,Tappström,TX032,Sammanvuxen med Ekerö 1975,343,"1,111","2,967",,,,,,,,
01,0139,Upplands-Bro,Tibble,T0360,"Ny tätort 1970, sammanvuxen med Kungsängen 1990",,,"1,414","3,477","3,825",,,,,,
01,0120,Värmdö,Torsby,T0366,Ny tätort 1995,,,,,,,354,426,481,477,
01,0162,Danderyd,Tranholmen,T0368,Ny tätort 2000,,,,,,,,217,277,338,
01,0127,Botkyrka,Tullinge,TX034,Sammanvuxen med Stockholm 1970,"4,571","5,635",,,,,,,,,
01,0127,Botkyrka,Tumba,T0372,Sammanvuxen med Rönninge 1970,6627,10200,27308,28750,29422,30879,32346,34101,35311,37852,
01,0181,Södertälje,Tuna,T0374,Ny tätort 2005,,,,,,,,,230,232,
01,0125,Ekerö,Tureholm,T0378,Ny tätort 2005,,,,,,,,,259,260,
01,0138,Tyresö,Tyresö,T0376,"Sammanvuxen med Lindalen 1965 /Bollmora, ny tätort 1970, utbrytning ur Bollmora, sammanvuxen med Stockholm 1995",,,547,580,"1,050","2,539",,,,,
01,0160,Täby,Täby Station,TX004,Sammanvuxen med Vallentuna 1980,"1,920","1,821","1,710","3,293",,,,,,,
01,0160,Täby,Täby/Roslags-Näsby,T0288,Nytt namn 1980,21727,30264,39698,40856,45405,54645,56492,57834,58593,61272,
01,0117,Österåker,Täljö,T0290,Ny tätort 2000,,,,,,,,293,338,387,
01,0114,Upplands Väsby,Upplands-Väsby,T0384,"Sammanvuxen med Odenslunda 1970, sammanvuxen med Bollstanäs 1975, sammanvuxen ed Frestaby 1990",5030,8647,17140,25840,28685,34563,34886,35924,35977,37594,
01,0115,Vallentuna,Vallentuna,T0388,Sammanvuxen med Täby station 1980,3516,5250,8823,10477,18435,22745,23727,24755,26520,29519,
01,0181,Södertälje,Vattubrinken,T0390,Ny tätort 1995,,,,,,,212,292,313,332,
01,0187,Vaxholm,Vaxholm,T0392,,2648,3413,3829,3744,3711,4063,4733,4887,4817,4857,
01,0163,Sollentuna,Viby,TX036,Sammanvuxen med Sollentuna 1970,500,602,,,,,,,,,
01,0126,Huddinge,Vidja,T0394,Ny tätort 1995,,,,,,,456,561,636,682,
01,0181,Södertälje,Viksäter,T0398,Ny tätort 2005,,,,,,,,,309,459,
01,0127,Botkyrka,Vårsta,T0396,,532,1022,1819,2289,2169,2324,2249,2237,2353,2396,
01,0136,Haninge,Väländan,T0402,Ny tätort 1995,,,,,,,300,411,451,469,
01,0120,Värmdö,Värmdö-Evlinge,T0154,Ny tätort 1995,,,,,,,353,438,490,559,
01,0136,Haninge,Västerhaninge,T0404,,4779,8426,12966,14125,14169,13895,13436,13848,14060,15134,
01,0117,Österåker,Åkersberga,T0408,,3573,6444,11875,17700,20357,23556,23871,24858,26727,28033,
01,0120,Värmdö,Återvall,T0410,Ny tätort 2005,,,,,,,,,205,206,
01,0188,Norrtälje,Älmsta,T0412,,495,518,636,641,728,851,946,908,924,1097,
01,0182,Nacka,Älta,T0416,,1398,1445,4374,5242,5976,6923,8466,9165,9274,9989,
01,0125,Ekerö,Älvnäs,T0414,Ny tätort 1995,,,,,,,324,448,517,601,
01,0120,Värmdö,Ängsvik,T0418,Ny tätort 1990,,,,,,222,427,430,410,403,
01,0125,Ekerö,Ölsta ,T0424,Ny tätort 2010,,,,,,,,,,267,
01,0192,Nynäshamn,Ösmo,T0420,,612,1483,2918,3190,3478,3461,3592,3724,3635,3911,
01,0139,Upplands-Bro,Österhagen och Bergliden,T0426,Ny tätort 2010,,,,,,,,,,213,
01,0188,Norrtälje,Östhamra,T0422,Ny tätort 1995,,,,,,,250,257,254,255,
01,0126,Huddinge,Östorp och Ådran**,T0406,Ny tätort 2010,,,,,,,,,,244,
01,0181,Södertälje,Östra Kallfors,T0428,Ny tätort 2010,,,,,,,,,,386,
03,0380,Uppsala,Almunge,T0500,,280,362,432,472,657,627,675,692,691,813,
03,0330,Knivsta,Alsike,T0504,,270,254,251,259,312,427,538,652,1682,2681,
03,0382,Östhammar,Alunda,T0508,,628,719,940,1319,1531,2188,2269,2274,2224,2317,
03,0380,Uppsala,Bergsbrunna,TX200,Sammanväxt med Sävja 1970,417,508,,,,,,,,,
03,0380,Uppsala,Berthåga,TX202,Sammanväxt med Uppsala 1975,300,278,261,,,,,,,,
03,0380,Uppsala,Björklinge,T0512,,651,1094,1845,2482,2482,3067,3059,3110,3186,3269,
03,0380,Uppsala,Blackstalund,T0650,"Ny tätort 1995, ej tätort 2000, tätort 2010",,,,,,,207,,,210,
03,0381,Enköping,Bredsand,T0612,Ny tätort 2010,,,,,,,,,,465,
03,0380,Uppsala,Brillinge,TX204,"Ny tätort 1965, sammanvuxen med Uppsala 1970",,258,,,,,,,,,
03,0305,Håbo,Bålsta,T0520,Råby bröts ur Bålsta 1995,1406,2519,4972,8243,11468,12885,12832,12891,13430,14147,
03,0380,Uppsala,Bälinge,T0524,Ny tätort 1965,,304,296,1517,2359,2309,2201,2050,2166,2437,
03,0380,Uppsala,Bärby,T0526,Ny tätort 2005,,,,,,,,,215,220,
03,0382,Östhammar,Dannemora,T0528,Ej tätort 1990. Tätort 1995,533,571,464,291,253,,221,224,238,213,
03,0381,Enköping,Enköping,T0532,,12615,15392,19066,18541,18566,18673,19143,19147,20204,21121,
03,0381,Enköping,Fjärdhundra,T0536,,321,486,694,778,785,871,885,936,926,951,
03,0380,Uppsala,Gamla Uppsala,TX208,Sammanväxt med Uppsala 1975,"1,244","1,180","1,562",,,,,,,,
03,0382,Östhammar,Gimo,T0540,,1248,1794,2905,3154,3420,3019,2844,2629,2702,2688,
03,0381,Enköping,Grillby,T0544,,570,625,650,747,781,859,924,925,1001,972,
03,0380,Uppsala,Gunsta,T0548,Ny tätort 1970,,,286,244,258,268,374,368,371,380,
03,0319,Älvkarleby,Gårdskär,T0552,,390,386,330,338,352,342,299,335,348,352,
03,0380,Uppsala,Gåvsta,T0556,Ny tätort 1970,,,245,229,216,355,385,401,401,549,
03,0381,Enköping,Haga ,T0558,Ny tätort 1995,,,,,,,252,250,236,257,
03,0331,Heby,Harbo,T6228,,408,385,438,519,518,640,642,675,702,721,
03,0382,Östhammar,Harg,TX210,Ej tätort 1970,276,204,,,,,,,,,
03,0382,Östhammar,Hargshamn,T0560,,350,393,394,354,325,350,353,325,304,312,
03,0331,Heby,Heby,T6232,,2151,2315,2377,2578,2604,2604,2704,2613,2687,2550,
03,0381,Enköping,Hummelsta,T0564,Ny tätort 1965,,374,418,745,888,966,1056,998,1009,1002,
03,0380,Uppsala,Håga,T0566,Ny tätort 2000,,,,,,,,312,317,302,
03,0305,Håbo,Häggeby och Vreta,T0570,Ny tätort 2005,,,,,,,,,219,224,
03,0380,Uppsala,Järlåsa,T0568,,260,256,331,362,377,411,440,436,451,493,
03,0360,Tierp,Karlholmsbruk,T0572,,1345,1399,1656,1613,1580,1342,1278,1201,1187,1150,
03,0330,Knivsta,Knivsta,T0576,,1532,2509,3252,3703,5303,7012,7098,7126,6898,7081,
03,0380,Uppsala,Knutby,T0580,Ny tätort 1970,,,308,413,429,517,550,568,534,564,
03,0305,Håbo,Krägga,T0584,Ny tätort 2005,,,,,,,,,238,331,
03,0381,Enköping,Lillkyrka,T0588,Ny tätort 1975,,,,259,272,269,306,311,300,301,
03,0380,Uppsala,Läby,T0590,Ny tätort 1995,,,,,,,233,244,230,220,
03,0380,Uppsala,Länna,T0592,,416,426,456,494,478,719,725,731,698,685,
03,0380,Uppsala,Lövstalöt,T0596,Ny tätort 1965,,359,943,972,894,891,871,880,982,1046,
03,0319,Älvkarleby,Marma,T0600,,371,434,378,345,355,356,340,311,304,298,
03,0360,Tierp,Mehedeby,T0604,,329,330,327,318,474,512,479,465,476,463,
03,0331,Heby,Morgongåva,T6276,,1447,1497,1492,1496,1487,1561,1480,1328,1351,1409,
03,0360,Tierp,Månkarbo,T0608,,418,413,394,475,521,638,681,650,670,666,
03,0382,Östhammar,Norrskedika,T0610,Ej tätort 1965. Tätort 1980,273,,,,237,201,214,209,223,214,
03,0380,Uppsala,Ramstalund,T0606,Ny tätort 1995,,,,,,,279,274,313,311,
03,0331,Heby,Runhällen,T6308,,250,222,201,,,200,217,225,213,217,
03,0305,Håbo,Råby,T0618,Ny tätort som brutits ut ur Bålsta 1995,,,,,,,814,855,912,885,
03,0382,Östhammar,Skoby,T0614,Ej tätort 1970. Tätort 1990,250,213,,,,213,212,212,217,230,
03,0381,Enköping,Skolsta,TX216,"Ny tätort 1965, ej tätort 1970",,200,,,,,,,,,
03,0319,Älvkarleby,Skutskär,T0616,,6392,7224,7551,7174,6724,6306,6225,6003,6136,6075,
03,0380,Uppsala,Skyttorp,T0620,,336,384,467,500,483,554,652,631,664,666,
03,0360,Tierp,Skärplinge,T0624,,494,568,611,680,754,685,692,714,740,673,
03,0380,Uppsala,Skölsta,T0622,Ny tätort 2005,,,,,,,,,281,344,
03,0305,Håbo,Slottsskogen,T0626,Ny tätort 1980,,,,,369,416,1197,1325,1431,1492,
03,0380,Uppsala,Storvreta,T0628,,663,1172,1938,2827,3436,5932,6550,6431,6083,6347,
03,0360,Tierp,Strömsberg,TX220,Ej tätort 1965,207,,,,,,,,,,
03,0380,Uppsala,Sunnersta,TX222,Sammanväxt med Uppsala 1975,"1,501","1,965","2,917",,,,,,,,
03,0380,Uppsala,Sävja,T0632,"Ny tätort 1965, sammanväxt med Bergsbrunna 1970",,664,1750,2032,3932,7869,9441,9434,9414,9684,
03,0360,Tierp,Söderfors,T0636,,2438,2709,2855,2496,2190,1948,1691,1652,1597,1572,
03,0305,Håbo,Söderskogen,T0638,Ny tätort 1995,,,,,,,267,316,363,378,
03,0360,Tierp,Tierp,T0640,,3065,3768,4497,5005,5350,5043,5211,5147,5377,5587,
03,0360,Tierp,Tobo,T0648,,522,619,520,481,530,593,598,641,616,607,
03,0331,Heby,Tärnsjö,T6352,,1246,1256,1341,1343,1341,1260,1279,1251,1262,1221,
03,0360,Tierp,Upplanda,T0652,,451,302,241,271,324,308,340,343,343,364,
03,0380,Uppsala,Uppsala,T0656,"Sammanväxt med Brillinge 1970 och med  Berthåga, Gamla Uppsala och Sunnersta 1975",72978,82450,92624,101850,102102,109497,119979,124036,128409,140454,
03,0380,Uppsala,Vattholma,T0660,,419,396,450,494,1413,1607,1525,1492,1413,1427,
03,0331,Heby,Vittinge,T6368,,439,428,436,465,515,487,478,494,480,460,
03,0380,Uppsala,Vårdsätra,T0666,Ny tätort 2000,,,,,,,,201,233,237,
03,0380,Uppsala,Vänge,T0516,"Tidigare namn Brunna, ändrat 1995",207,445,925,960,937,1086,1254,1213,1245,1331,
03,0380,Uppsala,Ytternäs och Vreta,T0662,Ny tätort 1995,,,,,,,298,349,405,636,
03,0319,Älvkarleby,Älvkarleby,T0664,,1269,1306,1342,1352,1400,1522,1581,1654,1648,1647,
03,0319,Älvkarleby,Älvkarleö Bruk,TX224,Ej tätort 1975,369,318,294,,,,,,,,
03,0360,Tierp,Örbyhus,T0672,,1464,1612,1664,1810,1864,1742,1802,1871,1905,1984,
03,0382,Östhammar,Öregrund,T0676,,1295,1259,1255,1276,1359,1569,1648,1569,1552,1555,
03,0381,Enköping,Örsundsbro,T0680,,451,604,663,934,1154,1619,1813,1777,1773,1813,
03,0382,Östhammar,Österbybruk,T0684,,1908,2198,2593,2425,2644,2386,2330,2210,2230,2272,
03,0331,Heby,Östervåla,T6384,,886,1144,1363,1524,1593,1654,1656,1620,1570,1595,
03,0382,Östhammar,Östhammar,T0688,,1663,2128,2668,3404,4394,4776,4892,4505,4598,4534,
04,0486,Strängnäs,Abborrberget/(tidigare Sundby),T0699,,570,721,669,688,645,981,1474,1569,1814,2141,
04,0484,Eskilstuna,Alberga,T0700,Ny tätort 1965,,267,315,406,402,377,395,402,410,395,
04,0480,Nyköping,Arnö,T0702,Ny tätort 1980,,,,,1539,3321,3750,3826,3928,3871,
04,0428,Vingåker,Baggetorp,T0704,,307,289,277,343,460,558,534,514,519,502,
04,0484,Eskilstuna,Berga,TX150,Sammanvuxen med Eskilstuna 1970,455,975,,,,,,,,,
04,0480,Nyköping,Bergshammar,T0708,Ny tätort 1970,,,402,857,813,718,799,791,804,790,
04,0482,Flen,Bettna,T0712,,382,474,554,532,534,453,430,423,415,412,
04,0483,Katrineholm,Bie,T0716,,241,287,378,421,536,551,624,582,549,528,
04,0483,Katrineholm,Björkvik,T0720,Ny tätort 1965,,290,346,413,437,526,533,512,511,492,
04,0461,Gnesta,Björnlunda,T0724,,375,389,415,806,872,830,825,764,795,827,
04,0480,Nyköping,Buskhyttan,T0728,Ny tätort 1965,,211,238,234,212,208,209,209,213,225,
04,0484,Eskilstuna,Bälgviken,T0730,Ny tätort 1990,,,,,,273,283,247,260,253,
04,0483,Katrineholm,Djulö kvarn,T0734,Ny tätort 2005,,,,,,,,,200,209,
04,0480,Nyköping,Enstaberga,T0736,,448,490,553,515,489,485,472,466,461,430,
04,0484,Eskilstuna,Eskilstuna,T0740,"Sammanvuxen med  Berga, Flacksta, Måsta, Odlaren, Sal, Ärna 1970. Sammanvuxen med Västra Borsökna 2010",53936,59038,68596,66409,62367,59815,58984,57867,60185,64679,
04,0484,Eskilstuna,Flacksta,TX152,Sammanvuxen med Eskilstuna 1970,703,677,,,,,,,,,
04,0482,Flen,Flen,T0744,,5262,6201,6768,6770,6751,6331,6369,6159,6114,6229,
04,0483,Katrineholm,Forssjö,T0748,Ny tätort 1970,,,237,307,328,490,553,543,513,537,
04,0461,Gnesta,Gnesta,T0752,,2269,2494,2908,3891,4137,4683,5130,5082,5208,5562,
04,0484,Eskilstuna,Hållsta,T0756,,321,475,715,825,771,795,810,802,804,823,
04,0484,Eskilstuna,Hällberga,T0760,,435,507,655,717,733,647,642,639,616,612,
04,0484,Eskilstuna,Hällbybrunn,T0764,,1614,2118,2618,2549,2416,3454,3541,3413,3374,3296,
04,0482,Flen,Hälleforsnäs,T0768,,2665,2874,2813,2696,2462,2105,1863,1741,1747,1585,
04,0486,Strängnäs,Härad,T0772,Ny tätort 1970,,,259,523,539,523,501,516,494,508,
